,NVDA,GOOGL,GOOG,AAPL,MSFT,AMZN,AVGO,META,TSLA,WMT,BRK-B,LLY,JPM,MU,XOM,V,AMD,INTC,JNJ,ORCL,COST,MA,CAT,CVX,BAC,CSCO,NFLX,ABBV,LRCX,KO,PG,UNH,AMAT,PLTR,HD,GE,MS,GEV,GS,MRK,PM,TXN,WFC,RTX,LIN,KLAC,C,AXP,IBM,ANET,PEP,TMUS,SNDK,MCD,NEE,VZ,ADI,QCOM,T,DIS,AMGN,BA,TMO,STX,TJX,BLK,APH,GILD,APP,SCHW,WDC,ISRG,ETN,UNP,DE,CRM,ABT,WELL,BX,PFE
2018-08-13,80.46,301.14,51.96,30.33,66.26,541.91,130.99,86.17,42.81,77.65,154.83,225.88,228.41,230.41,170.4,94.79,75.78,104.25,50.16,97.32,295.6,319.21,242.63,162.47,238.91,107.15,376.45,167.79,87.27,495.52,276.21,242.54,416.5,380.67,330.32,170.15,240.57,141.17,70.54,85.26,308.36,453.49,490.81,696.48,147.2,212.6,93.98,109.11,113.52,122.43,362.32,487.03,279.41,294.01,85.6,117.65,522.45,331.45,242.93,499.68,77.94,288.56,336.74,230.24,434.71,112.39,226.86,206.4,235.0,137.22,339.2,51.16,636.06,130.41,56.44,112.28,38.73,166.69,78.64,63.14
2018-08-14,80.89,298.82,52.74,30.8,65.85,545.15,132.55,88.15,42.39,77.26,151.86,219.94,229.67,231.97,168.99,94.95,74.25,105.28,49.48,96.41,293.5,313.36,243.2,158.09,239.79,102.96,378.21,172.59,86.38,481.38,276.91,237.27,407.67,372.49,324.94,173.88,246.74,143.08,71.22,84.81,312.34,456.45,490.72,666.45,148.7,211.36,94.9,107.2,112.63,120.95,360.39,490.88,283.37,291.87,85.78,123.05,524.22,335.22,240.83,507.5,77.62,292.0,336.86,222.69,443.65,112.54,234.33,209.89,248.22,137.52,349.06,51.04,636.37,132.3,55.57,107.74,39.17,163.06,78.95,63.34
2018-08-15,84.02,290.83,52.91,30.91,66.3,524.04,133.16,89.93,42.93,76.76,152.73,219.89,227.63,235.4,164.28,95.39,73.31,107.1,48.95,97.65,291.23,309.07,248.08,159.03,235.66,102.87,385.29,177.91,84.25,482.91,280.88,238.21,407.71,371.42,329.59,172.14,252.86,141.33,71.66,87.02,323.63,451.35,488.57,654.42,151.22,216.93,94.46,106.82,114.65,122.32,371.98,498.54,281.81,289.97,87.1,120.42,532.31,331.63,241.96,489.65,75.41,295.96,339.83,218.06,450.84,115.96,232.72,209.45,231.88,137.26,356.48,48.56,644.25,134.2,55.01,107.44,39.93,163.1,77.65,63.68
2018-08-16,85.02,301.28,52.57,31.18,67.45,516.94,131.63,89.39,43.63,76.95,152.05,224.65,228.59,233.34,161.19,95.35,71.43,108.62,50.25,96.67,297.4,307.61,249.29,158.37,237.14,102.75,373.83,179.14,85.37,487.58,279.54,239.25,415.74,367.38,330.09,172.35,257.39,137.54,69.38,86.33,309.3,443.76,461.14,687.65,151.26,215.46,92.55,107.19,113.03,122.6,368.53,497.41,287.22,290.69,85.65,119.51,547.17,337.21,236.36,481.09,76.98,292.94,329.24,219.34,452.17,118.08,231.03,205.13,226.16,138.36,362.46,48.12,655.96,132.94,55.61,109.58,40.5,162.91,77.63,62.85
2018-08-17,82.92,300.89,53.79,31.03,67.89,513.71,134.65,88.7,46.69,78.16,153.32,226.89,228.5,228.82,161.3,95.72,72.09,107.6,49.18,97.35,291.52,303.88,237.52,157.17,235.71,100.75,371.85,179.23,85.07,495.49,279.33,238.26,410.35,351.99,338.97,169.36,256.96,137.53,70.01,86.21,308.71,430.11,459.87,687.66,150.48,210.81,93.05,108.7,108.04,126.47,375.89,485.53,287.57,292.16,87.32,118.56,546.1,339.13,236.05,475.87,75.48,288.74,329.41,214.34,452.51,118.49,233.52,198.18,233.84,138.48,361.45,48.71,656.07,131.71,55.8,106.68,40.11,162.47,79.23,63.4
2018-08-20,82.78,296.54,53.18,31.26,67.0,505.78,139.59,88.02,48.41,77.51,149.41,227.77,224.84,230.7,156.34,95.1,71.45,107.36,48.8,99.88,292.08,303.77,237.52,157.45,232.98,102.37,364.34,183.58,89.48,481.84,278.37,233.65,406.18,350.23,344.21,167.34,253.96,139.59,70.11,86.25,312.51,423.84,460.16,672.09,152.73,207.85,91.48,113.14,107.41,123.68,385.11,496.77,289.57,292.06,85.98,120.56,541.22,342.5,234.0,472.23,76.25,282.21,317.18,209.54,451.12,122.38,230.32,202.5,227.79,139.27,352.2,47.7,669.12,133.1,56.14,104.55,39.94,158.1,77.71,63.87
2018-08-21,83.63,298.46,51.66,31.18,68.72,503.71,138.99,88.57,50.16,76.1,144.73,227.62,221.28,237.4,155.72,93.55,69.73,108.07,49.41,99.95,296.12,303.04,232.43,160.75,234.73,101.25,373.39,182.08,88.49,485.41,274.39,231.22,413.66,357.73,344.76,169.16,252.74,137.27,70.2,89.08,313.02,430.05,439.02,645.02,153.09,208.37,90.74,116.24,107.44,123.3,397.4,476.74,278.23,290.41,84.41,118.33,536.14,339.69,237.42,479.85,75.2,282.39,321.27,199.04,438.25,121.98,228.32,202.47,233.47,140.16,355.32,46.57,681.01,132.08,55.55,105.61,39.0,156.41,74.8,64.82
2018-08-22,82.43,305.55,50.82,31.11,68.4,516.57,138.39,91.07,49.32,74.0,147.19,233.56,224.71,245.62,149.37,93.6,69.68,109.82,49.71,101.9,292.14,306.84,235.22,160.01,234.29,101.95,379.68,183.74,88.14,482.82,274.38,235.2,414.09,359.76,346.56,168.73,258.74,137.6,72.94,87.94,323.1,432.83,435.2,647.39,156.78,206.93,89.28,115.35,110.75,126.29,392.94,486.99,282.32,292.12,87.42,119.08,532.42,341.44,235.71,483.91,75.47,278.82,314.92,199.76,446.97,120.04,232.83,200.43,230.51,141.38,365.86,45.82,688.28,125.75,54.12,103.21,40.27,152.43,74.32,64.73
2018-08-23,79.35,306.43,52.38,30.36,68.13,510.76,141.95,90.06,50.23,74.23,149.99,239.17,228.56,251.83,146.26,95.01,66.67,108.41,49.5,99.84,286.92,306.86,234.04,163.76,239.11,102.45,378.33,183.43,89.15,487.1,276.27,234.11,414.65,357.19,348.04,166.44,250.88,135.58,70.69,88.34,317.0,427.65,439.89,660.54,153.91,214.23,90.02,115.95,110.24,120.38,391.09,483.01,282.76,291.87,85.38,118.57,528.71,331.47,230.44,477.78,76.23,268.11,311.73,201.08,442.27,117.27,236.07,194.89,236.82,142.61,355.16,46.67,676.24,124.34,53.97,103.32,39.76,152.55,74.73,65.54
2018-08-24,78.54,313.71,52.04,30.09,69.4,508.71,135.82,86.53,47.43,73.66,146.65,237.9,224.2,251.19,149.84,94.57,67.02,109.64,50.34,99.01,293.16,299.65,233.36,160.21,245.14,102.78,375.48,185.04,91.9,491.15,276.74,229.74,407.92,354.25,340.71,162.93,253.97,138.64,71.79,87.78,320.16,435.06,440.84,658.09,150.97,207.14,86.95,118.82,109.88,119.26,401.35,503.7,292.11,288.78,86.65,116.93,530.36,332.53,234.29,478.79,76.21,275.11,311.99,202.53,442.43,116.15,232.62,192.07,240.85,142.9,357.61,47.14,679.94,123.77,54.94,105.26,39.85,153.71,71.84,66.87
2018-08-27,77.17,319.81,51.82,30.21,70.78,516.55,134.1,91.79,47.73,73.3,145.54,237.06,226.25,247.8,146.68,95.23,64.36,106.71,51.06,99.7,297.41,306.63,236.9,161.74,241.33,102.11,370.41,187.66,92.67,496.74,275.91,230.14,413.7,347.9,340.52,163.62,257.04,145.92,73.44,87.94,329.83,427.07,453.32,665.24,145.15,211.41,88.74,118.64,105.29,113.69,396.29,508.7,285.6,287.58,88.15,113.24,524.75,339.77,234.35,471.22,76.9,272.38,314.7,197.8,437.76,119.3,230.84,193.84,244.43,143.67,362.95,49.44,665.12,127.02,55.2,105.83,41.06,153.42,71.24,67.32
2018-08-28,77.39,312.64,51.82,30.1,71.5,501.64,136.57,93.23,47.95,74.04,146.88,239.71,220.16,250.51,150.52,96.42,64.59,104.48,54.27,97.6,305.18,314.09,232.06,162.8,241.44,102.08,374.43,177.47,93.56,499.8,278.97,226.29,408.61,351.22,339.63,161.69,250.76,143.96,76.74,87.33,333.17,426.19,452.25,685.09,145.74,207.46,88.05,117.38,106.76,108.84,397.59,518.52,274.82,289.05,88.43,115.72,522.15,336.9,240.78,474.27,77.48,267.3,316.66,196.71,437.74,119.75,238.14,188.55,243.57,145.9,353.0,48.95,663.9,126.23,56.09,107.63,41.92,152.69,72.73,65.96
2018-08-29,73.84,308.86,52.64,29.98,74.17,494.93,140.1,92.5,46.05,75.55,148.88,245.25,223.37,250.85,150.22,98.12,64.72,102.21,52.48,97.02,310.95,312.25,235.66,157.46,234.26,100.95,375.23,181.55,94.71,498.44,278.75,225.56,404.84,350.79,339.19,164.89,265.14,138.96,79.08,86.79,329.46,431.06,446.31,667.82,148.62,209.9,86.27,114.72,106.56,107.65,402.58,519.42,277.73,292.83,84.67,111.53,531.07,343.29,236.82,473.66,76.21,267.51,304.38,191.21,441.66,120.17,233.78,189.32,232.15,143.25,355.54,48.12,673.03,127.26,54.61,105.76,42.15,155.78,73.85,66.88
2018-08-30,75.08,315.26,52.71,29.85,73.83,487.48,139.97,94.76,45.48,73.72,143.39,249.97,222.4,249.78,155.61,100.32,63.33,103.07,52.77,97.54,303.46,315.26,234.73,158.68,235.1,101.23,377.61,177.5,95.36,478.75,275.23,226.46,409.12,344.24,342.99,166.23,268.48,139.47,78.09,87.43,324.34,428.9,454.97,671.22,145.79,212.19,86.8,111.89,107.33,108.36,402.79,514.55,279.81,292.6,84.13,112.06,550.24,342.39,242.84,476.65,74.7,265.67,297.19,186.08,435.86,122.75,229.87,193.92,231.9,144.03,359.72,48.67,663.19,123.15,53.14,105.19,41.6,157.66,74.2,67.04
2018-08-31,73.79,300.41,53.03,29.5,74.45,488.0,145.91,97.39,47.87,72.6,146.54,253.13,218.82,257.74,147.93,101.46,62.67,103.51,50.7,97.85,302.09,321.88,234.78,158.17,228.13,101.74,377.32,181.48,96.97,468.94,276.56,226.43,414.59,343.18,344.56,166.67,275.76,137.79,77.87,88.67,326.47,428.16,445.6,671.05,147.66,216.0,86.43,112.35,106.58,110.15,394.87,538.95,276.6,296.72,84.56,109.18,547.1,340.04,237.28,477.38,76.09,266.73,295.92,180.99,449.16,122.11,230.91,192.19,233.8,141.51,361.22,48.3,657.39,120.05,54.88,106.14,42.32,159.26,74.61,65.87
2018-09-03,76.05,299.62,53.04,29.27,73.65,486.41,139.17,98.19,47.93,72.48,142.18,251.26,216.3,264.39,152.95,101.13,62.76,104.02,51.29,97.25,304.12,321.87,235.16,158.9,231.39,99.84,372.91,183.28,94.69,464.46,273.5,223.99,408.02,353.96,335.16,165.39,278.1,140.61,80.12,91.82,322.61,430.89,446.39,709.04,141.7,218.59,86.69,111.29,108.09,109.88,387.36,544.48,277.7,290.44,87.22,111.56,533.31,345.87,240.41,480.37,76.43,267.84,292.98,177.15,449.33,120.85,222.57,199.52,243.04,142.24,359.14,48.78,655.51,116.85,53.52,105.88,41.36,155.8,71.06,65.94
2018-09-04,75.4,290.79,53.5,29.2,74.24,481.02,141.73,97.53,48.93,71.43,138.51,244.84,215.16,267.34,152.76,99.0,61.31,103.22,52.92,94.05,306.12,320.53,231.15,161.79,240.33,98.64,378.39,183.4,94.97,463.32,282.71,218.24,392.23,352.49,323.04,167.56,286.76,138.35,84.46,90.23,318.55,432.29,432.32,693.35,145.32,218.33,85.5,114.09,110.11,112.47,395.69,542.98,288.7,297.64,86.17,107.77,536.52,344.16,238.36,484.73,75.71,261.93,295.79,179.88,455.02,118.37,228.08,192.65,240.51,140.74,357.8,48.24,653.99,115.3,55.07,106.32,39.99,158.35,71.96,66.57
2018-09-05,75.46,289.15,53.92,29.22,74.54,474.56,142.17,99.04,52.85,70.05,137.44,252.56,212.6,266.68,151.78,100.93,62.37,104.13,53.32,93.28,310.51,329.32,234.02,162.93,241.8,98.23,382.1,183.68,96.14,451.18,292.59,216.65,398.11,358.19,320.85,166.11,282.42,138.29,82.27,90.56,312.16,427.63,438.77,700.41,143.5,220.06,86.65,114.1,110.97,112.41,392.31,537.8,289.53,303.49,84.74,109.87,540.13,343.23,232.73,487.46,77.26,257.35,296.8,181.5,464.34,118.97,235.09,193.26,239.56,141.1,360.17,49.91,657.79,116.05,55.42,106.75,39.57,158.04,69.76,67.36
2018-09-06,75.31,288.25,53.51,29.41,75.61,465.83,140.92,101.18,52.13,71.46,135.97,259.07,215.92,268.1,149.54,102.13,64.56,103.62,56.18,91.02,305.14,329.08,236.22,161.83,239.85,97.36,384.69,183.4,93.54,446.42,295.01,223.05,396.59,350.71,320.04,163.11,279.36,140.07,82.04,88.84,306.1,443.5,462.83,664.33,140.05,215.89,88.22,115.81,109.39,112.5,390.24,545.65,285.85,301.6,84.07,108.19,542.0,352.76,234.11,498.25,77.44,255.14,299.25,178.41,463.33,121.39,233.92,197.99,237.54,138.55,353.79,48.54,662.06,118.0,53.13,104.68,40.3,158.7,70.82,66.93
2018-09-07,73.81,286.86,53.8,29.17,76.07,470.78,142.99,97.57,54.12,70.35,135.82,256.08,213.15,260.16,149.23,101.71,64.75,102.53,54.62,90.71,312.29,334.87,234.77,159.17,240.56,95.32,379.3,187.92,91.87,455.95,289.34,221.92,400.25,348.97,315.5,161.7,278.83,141.09,86.87,87.45,301.65,442.23,457.36,682.29,146.37,206.07,87.34,115.91,108.75,110.21,399.62,543.52,285.77,303.78,81.66,107.98,549.14,350.72,234.39,488.11,78.31,253.13,299.93,179.62,457.18,121.47,235.09,198.06,237.94,139.34,357.97,48.84,666.38,118.89,53.53,106.93,39.31,153.06,72.34,64.94
2018-09-10,79.1,284.36,53.2,28.87,75.78,468.1,142.62,98.2,53.56,69.17,135.71,257.31,218.68,264.68,150.0,102.23,66.52,101.73,55.4,90.88,309.57,350.11,232.78,158.79,242.21,95.69,376.23,186.63,92.98,469.53,293.07,220.96,392.94,345.25,314.21,161.62,271.94,141.42,91.21,87.21,302.6,443.94,436.14,695.72,148.61,207.29,86.8,118.79,105.84,111.02,399.16,546.24,285.6,309.35,85.12,106.46,551.72,357.07,241.13,483.74,79.58,251.33,291.87,176.03,452.46,121.04,233.31,201.28,243.61,138.81,351.8,48.62,652.33,118.28,53.07,106.29,40.61,151.23,74.45,63.63
2018-09-11,78.16,278.65,52.12,28.24,76.16,473.27,139.79,98.99,55.74,68.0,141.24,256.77,221.77,270.28,147.57,101.33,67.0,102.84,55.13,90.88,309.92,355.55,235.27,162.57,237.63,96.67,375.87,183.64,89.75,466.05,297.18,221.23,387.98,346.37,315.91,160.71,269.42,144.98,87.05,87.31,309.06,433.08,429.71,690.49,149.07,204.94,87.55,115.8,104.59,107.36,397.17,551.12,284.59,311.78,86.41,110.43,564.87,353.77,241.77,484.94,80.86,258.19,290.54,181.31,450.53,125.83,235.19,195.08,242.47,140.03,346.85,48.49,654.61,116.26,53.54,101.85,40.08,149.19,75.99,63.58
2018-09-12,80.72,290.15,51.94,29.43,75.38,464.43,140.12,99.27,55.52,69.17,138.79,257.09,220.91,267.74,144.67,100.64,66.4,101.85,56.04,89.63,304.75,347.06,238.06,155.08,234.78,92.54,379.7,187.22,88.15,453.92,291.28,221.95,389.46,356.19,316.93,162.47,265.27,147.99,89.5,85.99,308.49,436.66,435.08,657.97,147.16,203.05,88.34,116.83,105.86,106.93,397.91,545.84,285.32,318.57,83.91,110.24,567.03,348.56,249.49,486.35,82.23,256.31,291.9,183.36,457.53,129.17,238.19,196.51,243.33,140.86,351.62,47.79,654.23,116.33,54.08,102.76,40.73,153.59,76.18,63.16
2018-09-13,77.97,299.7,50.84,28.88,75.95,456.57,140.08,99.62,57.77,68.47,142.12,255.79,229.6,265.16,145.91,98.59,66.47,102.29,56.47,86.71,305.92,341.52,234.35,157.74,232.86,93.21,378.1,179.6,89.69,449.69,290.54,222.54,388.38,362.08,310.74,157.09,267.35,149.01,93.54,88.04,311.9,431.11,456.87,630.62,146.93,204.8,88.88,115.63,107.55,106.46,399.55,527.87,282.52,319.59,84.46,111.92,566.46,347.21,251.03,487.2,81.28,258.9,293.82,180.24,453.48,129.97,239.87,199.29,240.99,142.2,348.78,47.29,654.23,116.64,53.47,102.94,39.16,153.47,76.67,64.47
2018-09-14,79.2,294.05,51.46,28.63,75.44,456.06,137.72,102.6,60.71,67.26,137.47,257.78,228.05,269.12,145.32,99.15,66.14,102.64,57.59,89.19,306.19,336.98,234.71,159.23,230.24,95.02,387.43,180.25,91.45,455.62,295.22,224.56,390.64,370.53,310.79,155.9,256.22,151.36,95.24,86.27,311.32,430.43,442.43,659.2,140.45,202.37,88.03,113.7,107.78,110.19,399.36,511.77,275.04,311.93,85.96,113.93,577.02,349.31,249.93,487.46,81.38,258.31,297.85,178.69,458.44,126.59,237.14,201.75,230.54,141.75,341.65,47.57,661.16,117.52,53.54,105.57,40.17,155.37,76.02,64.35
2018-09-17,80.39,302.18,51.38,28.98,73.88,455.23,136.38,102.13,59.96,66.24,133.99,254.53,223.09,268.14,138.98,98.58,66.81,104.6,55.42,89.02,300.49,340.53,224.96,159.2,237.08,92.74,376.85,180.94,94.36,441.14,296.65,225.93,398.45,370.04,305.86,153.4,259.73,157.09,96.93,87.55,301.49,432.3,440.33,668.02,136.07,200.65,89.3,116.08,110.24,109.19,398.24,517.54,267.21,308.65,83.74,112.11,582.15,354.84,256.05,486.6,81.95,261.32,304.82,177.28,455.72,131.52,243.93,209.35,234.48,141.99,347.81,48.77,661.67,116.9,54.83,102.64,40.5,160.88,78.16,65.01
2018-09-18,80.45,300.04,52.82,29.12,73.0,462.04,135.55,102.11,62.48,66.54,131.86,252.3,226.95,272.87,140.91,100.44,67.12,105.19,57.13,88.69,306.98,328.7,227.66,161.21,234.97,94.83,380.39,178.02,94.92,441.17,295.81,226.69,393.63,365.09,301.81,149.45,264.92,153.42,100.02,86.1,297.37,441.74,439.46,683.19,139.05,204.81,90.53,114.45,109.06,106.0,398.37,518.12,269.87,303.55,85.41,115.01,582.42,349.95,259.53,491.2,82.78,264.46,297.92,178.36,450.48,132.39,242.66,203.29,225.03,141.72,350.41,48.43,674.98,117.01,55.66,102.35,41.28,162.19,77.41,64.61
2018-09-19,79.0,300.67,52.43,29.44,71.4,457.09,131.91,102.76,58.83,67.41,125.83,255.57,223.91,269.74,142.67,100.57,69.14,106.54,56.46,88.58,306.24,329.09,231.28,163.53,236.02,95.29,388.46,173.32,96.57,441.01,301.9,223.09,395.29,373.58,306.5,149.64,255.34,161.88,100.13,87.91,293.29,446.03,430.09,647.77,141.13,211.27,91.53,115.0,110.41,107.65,399.95,520.63,275.5,307.74,84.58,115.6,569.58,351.92,268.04,501.33,84.21,261.84,295.42,172.53,455.05,132.7,247.41,205.86,228.73,144.06,346.81,50.11,676.6,117.37,56.63,102.23,41.4,163.01,77.97,65.44
2018-09-20,78.38,300.69,52.37,29.18,71.35,464.24,127.72,102.66,59.17,68.21,126.93,249.43,229.56,269.1,138.75,100.77,67.97,107.69,57.78,86.99,312.32,325.55,233.08,162.69,237.19,93.98,389.66,170.45,96.55,432.94,307.46,229.1,400.51,369.95,305.25,151.08,255.68,161.72,98.4,87.71,287.81,454.5,439.32,647.56,146.58,215.64,89.34,113.1,111.64,106.05,406.28,520.88,271.34,309.28,86.23,117.17,568.18,358.64,266.96,501.06,83.26,261.34,302.02,172.05,460.26,134.13,244.08,210.1,228.13,147.13,354.54,49.68,673.49,118.88,57.77,100.21,41.3,165.54,77.79,66.26
2018-09-21,77.95,297.57,51.08,29.43,70.39,468.98,129.88,99.3,62.14,67.31,130.07,250.64,222.95,270.92,136.39,101.03,67.36,105.95,59.05,88.75,308.27,313.33,226.69,162.76,244.08,92.71,385.44,172.78,95.59,424.08,309.22,224.82,390.53,371.31,304.11,154.45,254.81,163.24,96.47,85.98,290.63,453.33,448.1,647.06,143.92,219.74,89.01,113.96,111.6,106.9,398.76,541.79,269.24,307.17,83.59,113.45,575.96,359.43,265.13,499.61,84.68,272.25,303.14,172.2,459.33,134.35,243.33,209.94,238.16,150.34,353.35,50.86,672.25,118.9,60.84,102.46,42.53,161.99,76.21,66.77
2018-09-24,83.3,302.74,50.34,29.46,70.5,469.45,126.83,99.63,67.01,66.89,133.51,247.94,220.63,269.28,133.21,103.55,68.97,105.47,57.69,87.74,305.96,313.09,223.05,163.01,249.9,92.43,380.01,167.58,99.38,435.07,305.98,219.26,391.86,375.17,308.62,158.41,263.16,164.41,97.99,85.58,291.31,446.98,435.18,633.39,141.54,219.64,88.3,113.45,114.54,107.75,405.22,519.72,275.82,305.82,84.26,113.37,585.05,355.35,258.43,489.03,85.0,276.0,300.78,175.34,479.22,132.17,237.15,206.63,240.15,147.39,353.27,50.09,678.71,116.67,59.83,104.24,41.33,163.99,76.31,66.17
2018-09-25,83.5,303.63,48.61,29.29,70.17,460.5,126.49,100.09,64.13,68.86,128.62,255.1,218.46,268.68,136.9,105.16,69.08,105.12,57.15,87.36,306.85,306.37,218.91,167.01,250.03,92.01,382.39,162.77,101.79,444.92,311.2,220.02,394.5,372.84,314.97,158.81,266.97,171.07,99.36,87.02,295.62,445.69,426.15,639.2,143.14,223.69,90.22,109.97,114.76,106.82,409.35,523.24,272.19,302.95,82.14,111.73,582.58,348.7,252.94,483.04,84.06,274.13,296.25,174.23,481.55,129.4,231.19,203.16,240.43,148.41,357.89,49.64,677.93,116.56,59.71,105.02,40.29,167.59,77.31,66.73
2018-09-26,84.57,301.8,49.68,29.4,70.68,467.51,122.12,99.27,61.73,70.03,135.14,255.94,221.44,266.29,135.04,105.31,69.03,106.03,56.01,88.37,305.36,302.29,217.28,167.23,250.83,91.12,379.61,159.79,98.05,446.29,311.04,223.59,393.64,385.15,314.97,160.66,267.51,175.98,96.91,83.91,295.86,435.76,433.13,655.02,139.78,225.44,86.94,112.14,116.78,109.27,414.19,518.95,274.97,299.29,80.66,115.27,585.97,351.39,249.72,485.24,82.58,274.54,298.62,171.08,471.23,128.27,231.48,196.06,237.49,148.58,356.48,49.68,682.14,115.77,59.94,105.05,39.13,169.52,78.95,68.41
2018-09-27,89.22,294.37,49.55,29.97,71.06,458.27,125.88,99.42,60.99,69.87,135.84,252.84,218.58,269.24,135.57,105.69,64.99,107.08,55.44,89.21,302.48,305.21,223.31,167.73,253.42,93.92,386.2,160.83,99.87,443.07,311.5,227.66,399.71,394.74,325.32,160.48,268.7,181.43,100.49,84.13,301.53,438.72,420.89,647.47,140.6,224.73,88.87,110.37,117.54,108.81,412.32,515.56,277.57,298.93,80.85,113.32,574.22,358.07,242.21,499.33,83.34,278.05,301.91,175.53,471.87,131.21,230.07,191.69,234.22,147.95,362.63,47.47,691.16,117.9,59.27,104.41,38.27,165.39,80.45,68.47
2018-09-28,87.18,289.34,50.52,29.95,70.99,459.47,125.12,91.82,61.13,67.5,140.53,258.86,216.98,273.65,139.08,107.43,67.71,107.72,56.26,88.99,316.76,305.1,230.42,170.33,254.77,95.47,383.35,157.74,100.98,458.79,303.82,231.04,402.41,401.39,331.04,157.47,273.38,187.34,100.32,85.78,301.35,437.63,423.64,623.75,141.29,222.38,89.35,111.02,118.72,109.7,415.83,526.52,272.56,305.56,79.83,115.65,562.59,355.55,239.82,505.76,83.35,283.18,290.47,173.36,474.15,133.51,226.78,187.65,230.76,152.39,377.89,47.08,686.61,117.14,59.19,104.75,38.21,165.53,80.72,69.02
2018-10-01,87.19,281.96,48.35,29.96,71.92,457.28,128.08,94.34,59.88,67.38,139.76,259.14,219.42,275.95,140.72,106.01,66.6,106.86,57.29,87.83,316.73,310.5,229.69,171.84,250.17,95.02,386.62,158.67,103.56,462.88,305.76,236.89,398.33,404.17,335.92,156.38,278.53,184.74,103.28,85.42,302.38,429.69,421.94,631.9,141.42,224.73,87.99,109.34,117.08,108.57,406.3,537.44,279.02,307.27,83.15,114.39,564.34,359.57,235.88,502.12,83.24,283.06,296.18,170.17,471.89,136.38,229.1,190.61,224.41,153.36,378.78,47.59,687.27,116.67,60.24,103.28,37.3,166.62,82.79,69.0
2018-10-02,86.73,280.89,49.62,30.53,71.44,455.09,132.84,96.39,61.44,66.17,139.14,260.09,223.07,273.58,140.78,106.38,67.38,107.05,58.83,89.11,316.09,315.56,223.53,172.48,253.75,95.27,389.12,161.67,98.61,455.93,309.67,232.28,405.2,402.32,336.03,151.46,280.2,187.91,102.65,86.64,312.38,433.91,438.62,626.49,144.67,224.49,88.99,105.41,117.88,109.0,413.29,522.34,280.33,306.87,82.7,113.98,554.19,358.6,234.13,499.12,83.08,270.84,301.54,171.98,474.93,141.01,223.72,193.44,221.96,146.34,391.29,47.6,689.01,118.97,60.53,101.82,38.46,165.25,85.36,68.66
2018-10-03,86.64,275.25,49.52,31.04,72.19,453.75,129.51,93.05,61.2,65.26,138.47,263.75,223.0,280.39,142.98,106.03,66.29,106.21,58.5,90.15,328.41,322.61,217.49,169.58,255.18,95.61,393.36,162.59,99.84,452.43,310.35,234.63,407.09,409.13,335.85,147.16,288.95,185.75,100.5,85.19,306.47,429.58,418.37,621.47,143.94,224.8,88.47,103.01,117.76,107.3,412.84,526.86,288.13,307.6,83.96,114.89,556.4,361.45,226.06,503.32,83.0,281.3,297.93,171.4,467.85,146.26,217.82,191.08,225.89,150.64,387.98,46.21,692.59,118.84,60.66,100.87,38.29,163.27,82.75,68.87
2018-10-04,86.11,274.87,49.69,31.67,72.53,446.23,128.06,91.9,59.73,64.46,144.17,260.28,219.44,281.31,138.71,107.78,67.61,107.27,55.82,92.23,324.35,329.06,214.93,168.09,250.63,96.62,390.61,160.55,98.82,448.47,311.77,231.17,408.1,406.09,331.32,148.27,288.87,185.07,97.68,84.28,304.95,436.67,421.43,624.71,142.57,221.01,90.01,103.32,119.2,104.74,413.86,518.43,285.19,305.27,81.83,115.52,564.64,362.89,224.8,507.82,83.3,280.19,298.2,166.95,458.14,144.89,212.5,186.28,225.91,153.56,368.43,45.41,685.48,121.73,61.63,99.29,38.13,165.88,83.19,68.81
2018-10-05,84.67,281.75,48.85,30.83,72.42,433.3,130.33,94.92,57.67,64.02,148.76,267.95,224.53,286.45,139.7,108.94,69.04,104.51,55.99,93.51,325.3,326.78,208.54,169.17,246.2,96.58,394.61,166.88,97.76,449.8,308.58,230.41,417.57,407.72,324.62,149.47,296.63,179.15,99.57,83.23,300.96,441.75,430.01,625.53,141.58,228.03,88.21,101.78,122.3,104.61,422.03,543.8,294.03,306.09,82.62,113.52,556.39,362.42,221.93,499.3,82.8,269.4,290.94,163.2,449.27,145.28,210.26,182.96,219.83,158.52,364.68,44.5,695.95,123.12,60.84,98.77,37.39,172.89,79.51,69.21
2018-10-08,85.44,286.83,49.31,31.3,73.78,445.06,128.55,92.59,57.79,64.27,148.24,270.22,223.43,280.59,140.04,106.5,67.49,104.72,57.9,96.42,330.26,327.08,209.66,169.83,247.6,99.09,398.58,174.52,101.19,447.15,308.44,228.46,413.87,401.06,327.07,147.17,300.62,178.92,103.97,84.55,311.11,453.6,417.12,629.61,142.35,230.46,89.28,102.73,123.45,104.44,415.88,526.87,301.06,298.38,83.49,112.58,553.79,357.58,218.8,496.95,83.77,268.49,290.14,164.51,456.81,143.42,203.52,183.66,220.58,159.28,358.04,45.27,701.88,120.31,61.51,98.09,37.1,174.18,81.2,69.05
